financial_type,symbol,security_name,sedol,price,quantity,realised_pl,market_value,fund_name,date,hash_uid,isin
Government Bond,IT0003745541,BUONI POLIENNALI DEL TES 2.4% 09/15/2035 144A,B03KSM4,179.5,3938.88665237971,-59.523775726065445,707030.1541021579,Applebead,2023-04-30,3011223028007827377,
Government Bond,AU3TB0000135,AUSTRALIAN GOVERNMENT 4.8% 04/21/2027 REGS,B75M0X2,117.54,33344.634437192406,227.69944155818615,3919328.331747596,Applebead,2023-04-30,3011223028007827377,
Government Bond,ES00000127C8,SPAIN I/L BOND 1 % 11/30/2030 144A ,BWH62M0,132.44,4652.168966701181,71.22836397827461,616133.2579499043,Applebead,2023-04-30,3011223028007827377,
Government Bond,AU0000XCLWP8,AUSTRALIAN GOVERNMENT 3% 09/20/2025 REGS,B4RNSX8,149.74,4950.639719144192,54.64991897756538,741308.7915446514,Applebead,2023-04-30,3011223028007827377,
Government Bond,ES00000127G9,BONOS Y OBLIG DEL ESTADO 2.2% 10/31/2025 144A,BYYTKZ5,109.4,27623.116751873065,-280.48858351861145,3021968.9726549136,Applebead,2023-04-30,3011223028007827377,
Government Bond,JP1103451GC0,JAPAN (10 YEAR ISSUE) 0.1 % 12/20/2026 ,BYYNK79,100.82,5184109.6193255605,10724.656346642863,522661931.820403,Applebead,2023-04-30,3011223028007827377,
CASH,USDCURR,CASH,,,,,211587155.47898057,Applebead,2023-04-30,3011223028007827377,
Equities,TJX,TJX Companies,,84.46,38790.03138721849,-32648.33971310356,3276206.0509644737,Applebead,2023-06-30,16213117660708233687,
Equities,SYY,Sysco,,73.7,173907.4170058213,27743.52705039062,12816976.633329032,Applebead,2023-06-30,16213117660708233687,
Equities,PNR,Pentair,,64.39,312552.3678931109,203794.6159004343,20125246.96863741,Applebead,2023-06-30,16213117660708233687,
Equities,AXP,American Express,,173.6,301991.1925665749,715151.8655311815,52425671.0295574,Applebead,2023-06-30,16213117660708233687,
Equities,COP,ConocoPhillips,,103.16,275111.0587152934,-67212.76165020374,28380456.81706967,Applebead,2023-06-30,16213117660708233687,
Equities,DGX,Quest Diagnostics,,139.84,203183.28659237825,139544.44363587635,28413150.79707817,Applebead,2023-06-30,16213117660708233687,
Equities,WYNN,Wynn Resorts,,105.33,75513.67476992021,-61054.86632091766,7953855.363515696,Applebead,2023-06-30,16213117660708233687,
Equities,STT,State Street Corporation,,73.18,103308.85097116992,114947.31618447987,7560141.714070216,Applebead,2023-06-30,16213117660708233687,
Equities,META,Meta Platforms,,286.98,294603.33853694866,-192041.0372201743,84545266.09333353,Applebead,2023-06-30,16213117660708233687,
Equities,ANSS,Ansys,,330.27,279573.8154103659,13635.755599744913,92334844.01558152,Applebead,2023-06-30,16213117660708233687,
Equities,MHK,Mohawk Industries,,103.16,200150.58686020304,-95934.24680540932,20647534.540498544,Applebead,2023-06-30,16213117660708233687,
Equities,GOOG,Alphabet Inc. (Class C),,120.97,86757.07039588498,21571.11594668129,10495002.805790206,Applebead,2023-06-30,16213117660708233687,
Equities,TEL,TE Connectivity,,139.52,10854.128128687504,-6498.340875956238,1514367.9565144803,Applebead,2023-06-30,16213117660708233687,
Equities,NWL,Newell Brands,,8.7,97889.38237018768,-6626.756953039202,851637.6266206327,Applebead,2023-06-30,16213117660708233687,
Equities,MMC,Marsh McLennan,,187.39,125018.47863165187,55902.84769892476,23427212.710785244,Applebead,2023-06-30,16213117660708233687,
Equities,SO,Southern Company,,69.53,257109.9160410675,-13538.122247786889,17876852.462335423,Applebead,2023-06-30,16213117660708233687,
Equities,CRL,Charles River Laboratories,,210.25,275001.3464667383,-569348.5912973448,57819033.09463173,Applebead,2023-06-30,16213117660708233687,
Equities,GWW,W. W. Grainger,,786.53,28840.818324017248,641421.68995258,22684168.836389285,Applebead,2023-06-30,16213117660708233687,
Equities,QRVO,Qorvo,,102.03,282522.6485679244,-259389.25130032696,28825785.83338533,Applebead,2023-06-30,16213117660708233687,
Equities,MCO,Moody's Corporation,,346.91,172145.480491045,-399648.2170534302,59718988.637148425,Applebead,2023-06-30,16213117660708233687,
Equities,EBAY,eBay,,44.69,169861.77784035171,-7883.879984151543,7591122.851685318,Applebead,2023-06-30,16213117660708233687,
Equities,REGN,Regeneron,,718.54,173279.41987539004,-71101.1325270691,124508194.35726276,Applebead,2023-06-30,16213117660708233687,
Equities,AVY,Avery Dennison,,171.8,149216.56997594773,157767.26834771197,25635406.721867826,Applebead,2023-06-30,16213117660708233687,
Equities,BK,BNY Mellon,,44.11,195589.08914143103,-67482.4005995366,8627434.722028524,Applebead,2023-06-30,16213117660708233687,
Equities,IFF,International Flavors & Fragrances,,79.59,231594.64475883025,-140973.1186464123,18432617.7763553,Applebead,2023-06-30,16213117660708233687,
Equities,CPRT,Copart,,45.6,124304.82155331023,-46036.10343409661,5668299.862830947,Applebead,2023-06-30,16213117660708233687,
Equities,LEN,Lennar,,124.93,299179.3942271635,418242.9662878607,37376481.72079954,Applebead,2023-06-30,16213117660708233687,
Equities,TPR,"Tapestry, Inc.",,42.8,238057.75112419293,-42804.23377377424,10188871.748115458,Applebead,2023-06-30,16213117660708233687,
Equities,ACGL,Arch Capital Group,,74.85,183079.6774626684,47537.5788511008,13703513.858080726,Applebead,2023-06-30,16213117660708233687,
